Using seeds: [7270, 860, 5390, 5191, 5734]
n: 500, d: 50
Run 1/5 with seed 7270
7270
cpu
Epoch 169: loss upper: -25.5650, hypergrad norm: 1.0759e-05,alpha: 13.4433, step time: 1.8373
Epoch 170: loss upper: -25.5650, hypergrad norm: 1.0497e-05,alpha: 13.4433, step time: 1.5619
Epoch 171: loss upper: -25.5650, hypergrad norm: 1.0250e-05,alpha: 13.4433, step time: 1.6538
Epoch 172: loss upper: -25.5650, hypergrad norm: 1.0005e-05,alpha: 13.4433, step time: 1.6746
Epoch 173: loss upper: -25.5650, hypergrad norm: 9.7742e-06,alpha: 13.4433, step time: 1.5233
Epoch 174: loss upper: -25.5650, hypergrad norm: 9.5457e-06,alpha: 13.4433, step time: 1.7226
Epoch 175: loss upper: -25.5650, hypergrad norm: 9.3317e-06,alpha: 13.4433, step time: 1.5916
Epoch 176: loss upper: -25.5650, hypergrad norm: 9.1157e-06,alpha: 13.4433, step time: 1.7750
Epoch 177: loss upper: -25.5650, hypergrad norm: 8.9113e-06,alpha: 13.4433, step time: 1.6116
Epoch 178: loss upper: -25.5650, hypergrad norm: 8.7079e-06,alpha: 13.4433, step time: 1.7766
Epoch 179: loss upper: -25.5650, hypergrad norm: 8.5126e-06,alpha: 13.4433, step time: 1.6626
Epoch 180: loss upper: -25.5650, hypergrad norm: 8.3230e-06,alpha: 13.4433, step time: 1.5849
Epoch 181: loss upper: -25.5650, hypergrad norm: 8.1371e-06,alpha: 13.4433, step time: 1.7548
Epoch 182: loss upper: -25.5650, hypergrad norm: 7.9572e-06,alpha: 13.4433, step time: 1.8784
Epoch 183: loss upper: -25.5650, hypergrad norm: 7.7886e-06,alpha: 13.4433, step time: 1.6510
Epoch 184: loss upper: -25.5650, hypergrad norm: 7.6200e-06,alpha: 13.4433, step time: 1.8823
Epoch 185: loss upper: -25.5650, hypergrad norm: 7.4541e-06,alpha: 13.4433, step time: 1.7329
Epoch 186: loss upper: -25.5650, hypergrad norm: 7.2896e-06,alpha: 13.4433, step time: 1.6030
Epoch 187: loss upper: -25.5650, hypergrad norm: 7.1408e-06,alpha: 13.4433, step time: 1.6733
Epoch 188: loss upper: -25.5650, hypergrad norm: 6.9846e-06,alpha: 13.4433, step time: 1.8561
Epoch 189: loss upper: -25.5650, hypergrad norm: 6.8386e-06,alpha: 13.4433, step time: 1.5706
Epoch 190: loss upper: -25.5650, hypergrad norm: 6.6923e-06,alpha: 13.4433, step time: 1.6762
Epoch 191: loss upper: -25.5650, hypergrad norm: 6.5556e-06,alpha: 13.4433, step time: 1.7319
Epoch 192: loss upper: -25.5650, hypergrad norm: 6.4189e-06,alpha: 13.4433, step time: 1.7539
Epoch 193: loss upper: -25.5650, hypergrad norm: 6.2885e-06,alpha: 13.4433, step time: 1.4674
Epoch 194: loss upper: -25.5650, hypergrad norm: 6.1604e-06,alpha: 13.4433, step time: 1.7106
